edge_count,control,size
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
6,True,1
