internal_edge_count,external_edge_count,control,size
0,4,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,4,True,1
0,4,True,1
0,3,True,1
0,3,True,1
0,4,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,2,True,1
0,3,True,1
0,2,True,1
0,4,True,1
0,4,True,1
0,2,True,1
0,4,True,1
0,3,True,1
0,2,True,1
0,4,True,1
1,2,True,2
1,5,True,2
1,5,True,2
0,4,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,4,True,2
1,6,True,2
1,2,True,2
0,4,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,6,True,2
1,5,True,2
0,5,True,2
0,5,True,2
0,6,True,2
1,3,True,2
0,4,True,2
1,3,True,2
0,6,True,2
1,3,True,2
0,4,True,2
0,5,True,2
0,4,True,2
1,5,True,2
0,5,True,2
0,5,True,2
1,4,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,4,True,2
0,4,True,2
0,4,True,2
0,6,True,2
0,6,True,2
0,5,True,2
1,6,True,2
1,2,True,2
0,5,True,2
0,6,True,2
0,5,True,2
1,5,True,2
1,5,True,2
0,5,True,2
1,2,True,2
0,5,True,2
0,5,True,2
1,3,True,2
1,2,True,2
1,5,True,2
0,4,True,2
0,4,True,2
0,6,True,2
0,5,True,2
0,6,True,2
1,5,True,2
0,6,True,2
1,4,True,2
1,6,True,2
0,4,True,2
0,6,True,2
0,5,True,2
0,6,True,2
1,5,True,2
0,6,True,2
1,5,True,2
0,5,True,2
1,3,True,2
0,5,True,2
1,3,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,6,True,2
0,6,True,2
1,2,True,2
1,6,True,2
0,4,True,2
0,6,True,2
1,4,True,2
1,3,True,2
0,6,True,2
1,5,True,2
1,5,True,2
0,6,True,2
1,5,True,2
0,6,True,2
0,6,True,2
1,5,True,2
0,5,True,2
0,6,True,2
0,4,True,2
1,3,True,2
0,4,True,2
0,5,True,2
0,5,True,2
0,5,True,2
0,4,True,2
1,3,True,2
1,2,True,2
0,6,True,2
0,6,True,2
0,6,True,2
1,3,True,2
1,5,True,2
0,5,True,2
1,5,True,2
0,4,True,2
0,4,True,2
0,4,True,2
1,5,True,2
0,4,True,2
0,4,True,2
1,3,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,5,True,2
1,3,True,2
0,5,True,2
0,6,True,2
0,5,True,2
1,2,True,2
1,5,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,4,True,2
0,4,True,2
0,6,True,2
0,4,True,2
1,4,True,2
0,6,True,2
1,5,True,2
1,5,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,5,True,2
1,5,True,2
0,4,True,2
0,5,True,2
0,5,True,2
1,5,True,2
1,2,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,6,True,2
0,5,True,2
1,5,True,2
0,6,True,2
0,5,True,2
0,5,True,2
1,5,True,2
1,5,True,2
0,6,True,2
0,5,True,2
1,4,True,2
0,5,True,2
0,5,True,2
0,5,True,2
0,6,True,2
1,4,True,2
0,4,True,2
1,4,True,2
1,4,True,2
1,5,True,2
0,5,True,2
0,4,True,2
1,6,True,2
0,5,True,2
0,6,True,2
0,5,True,2
1,4,True,2
0,4,True,2
1,4,True,2
0,4,True,2
0,5,True,2
1,2,True,2
0,4,True,2
1,2,True,2
0,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
1,5,True,2
1,4,True,2
0,5,True,2
0,4,True,2
1,2,True,2
1,5,True,2
0,5,True,2
0,4,True,2
0,6,True,2
1,2,True,2
0,4,True,2
1,3,True,2
0,5,True,2
1,2,True,2
0,5,True,2
0,5,True,2
0,6,True,2
0,4,True,2
0,5,True,2
0,4,True,2
0,5,True,2
1,5,True,2
0,5,True,2
1,5,True,2
1,5,True,2
1,2,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,4,True,2
0,4,True,2
0,6,True,2
1,2,True,2
1,5,True,2
0,6,True,2
0,4,True,2
0,4,True,2
0,4,True,2
0,5,True,2
0,6,True,2
1,6,True,2
0,5,True,2
0,5,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,4,True,2
0,6,True,2
1,2,True,2
1,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,4,True,2
1,5,True,2
0,5,True,2
0,4,True,2
1,5,True,2
1,5,True,2
0,4,True,2
0,4,True,2
0,4,True,2
0,4,True,2
0,5,True,2
0,4,True,2
0,5,True,2
1,2,True,2
0,6,True,2
0,4,True,2
1,4,True,2
1,5,True,2
1,5,True,2
1,2,True,2
1,5,True,2
0,4,True,2
1,2,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,5,True,2
0,5,True,2
1,2,True,2
0,5,True,2
1,6,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,5,True,2
0,5,True,2
1,3,True,2
0,5,True,2
0,5,True,2
0,4,True,2
1,2,True,2
0,6,True,2
0,6,True,2
0,5,True,2
1,2,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,5,True,2
0,5,True,2
0,6,True,2
1,4,True,2
0,4,True,2
0,4,True,2
1,2,True,2
0,4,True,2
0,6,True,2
1,5,True,2
0,5,True,2
0,4,True,2
0,6,True,2
1,4,True,2
0,6,True,2
1,6,True,2
0,6,True,2
0,4,True,2
0,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
1,4,True,2
1,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,6,True,2
1,5,True,2
0,4,True,2
0,5,True,2
1,3,True,2
1,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,4,True,2
1,4,True,2
0,6,True,2
1,5,True,2
0,4,True,2
1,3,True,2
1,3,True,2
0,4,True,2
1,5,True,2
0,4,True,2
1,3,True,2
0,5,True,2
1,2,True,2
0,6,True,2
1,4,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,6,True,2
1,5,True,2
0,6,True,2
0,4,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,6,True,2
1,5,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,4,True,2
0,4,True,2
0,4,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,4,True,2
1,2,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,5,True,2
1,5,True,2
0,4,True,2
0,6,True,2
1,5,True,2
0,4,True,2
0,6,True,2
0,6,True,2
0,6,True,2
1,2,True,2
0,4,True,2
1,5,True,2
0,5,True,2
0,6,True,2
0,4,True,2
0,5,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,4,True,2
0,6,True,2
1,3,True,2
0,4,True,2
1,2,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,4,True,2
0,5,True,2
1,2,True,2
0,5,True,2
1,4,True,2
0,4,True,2
1,3,True,2
0,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,4,True,2
0,4,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,4,True,2
0,5,True,2
1,2,True,2
1,5,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,4,True,2
1,3,True,2
0,6,True,2
0,4,True,2
0,5,True,2
1,6,True,2
0,6,True,2
0,6,True,2
0,4,True,2
0,6,True,2
0,5,True,2
1,3,True,2
0,5,True,2
0,6,True,2
1,4,True,2
0,4,True,2
0,6,True,2
0,6,True,2
0,4,True,2
1,6,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,5,True,2
0,4,True,2
0,6,True,2
1,3,True,2
0,5,True,2
0,5,True,2
0,4,True,2
0,4,True,2
0,6,True,2
0,4,True,2
0,6,True,2
1,4,True,2
0,4,True,2
1,2,True,2
0,6,True,2
0,6,True,2
1,5,True,2
0,4,True,2
0,5,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,5,True,2
1,5,True,2
1,4,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,5,True,2
1,5,True,2
0,5,True,2
0,4,True,2
0,5,True,2
1,6,True,2
1,3,True,2
0,5,True,2
0,6,True,2
0,4,True,2
1,5,True,2
1,5,True,2
0,4,True,2
1,5,True,2
1,2,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,4,True,2
1,5,True,2
1,2,True,2
0,4,True,2
0,6,True,2
0,5,True,2
1,2,True,2
0,4,True,2
1,6,True,2
0,4,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,6,True,2
1,2,True,2
0,6,True,2
1,4,True,2
1,5,True,2
1,2,True,2
0,5,True,2
0,6,True,2
0,4,True,2
0,5,True,2
0,5,True,2
0,6,True,2
1,2,True,2
0,4,True,2
0,4,True,2
1,4,True,2
0,6,True,2
1,5,True,2
0,6,True,2
0,5,True,2
1,5,True,2
0,5,True,2
0,5,True,2
0,4,True,2
0,6,True,2
0,6,True,2
0,6,True,2
1,6,True,2
0,6,True,2
0,6,True,2
0,6,True,2
1,2,True,2
1,2,True,2
1,2,True,2
0,4,True,2
0,5,True,2
1,4,True,2
1,4,True,2
1,5,True,2
0,5,True,2
1,2,True,2
1,4,True,2
0,5,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,5,True,2
1,3,True,2
1,2,True,2
1,2,True,2
0,6,True,2
1,5,True,2
1,5,True,2
1,3,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,4,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,5,True,2
1,5,True,2
0,4,True,2
0,4,True,2
0,5,True,2
0,4,True,2
0,4,True,2
0,5,True,2
0,5,True,2
0,5,True,2
0,5,True,2
1,6,True,2
0,6,True,2
1,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,4,True,2
1,4,True,2
0,6,True,2
0,4,True,2
0,5,True,2
1,5,True,2
0,6,True,2
1,5,True,2
0,6,True,2
0,5,True,2
0,4,True,2
0,5,True,2
1,5,True,2
0,4,True,2
1,2,True,2
0,4,True,2
1,5,True,2
0,5,True,2
0,5,True,2
0,6,True,2
0,5,True,2
1,5,True,2
0,4,True,2
0,5,True,2
1,5,True,2
1,3,True,2
0,6,True,2
0,6,True,2
0,5,True,2
0,6,True,2
0,5,True,2
1,2,True,2
0,5,True,2
0,4,True,2
1,2,True,2
0,5,True,2
0,4,True,2
0,4,True,2
0,4,True,2
0,4,True,2
1,5,True,2
1,4,True,2
1,5,True,2
0,4,True,2
0,5,True,2
0,5,True,2
1,2,True,2
1,5,True,2
1,3,True,2
1,2,True,2
0,4,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,5,True,2
1,5,True,2
0,6,True,2
0,4,True,2
0,4,True,2
0,5,True,2
0,5,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,6,True,2
0,4,True,2
