mean_RCQ,mean_RD,mean_WSP,mean_SQ,skill_diversity,skill_coverage,quantity_of_fav_rotas,control,size
3.6666666666666665,20.0,0.38461538461538464,3.6666666666666665,0.7272727272727273,8,1,False,3
3.6666666666666665,18.066666666666666,0.3333333333333334,1.5,0.6666666666666666,6,1,False,6
3.75,24.0,0.3076923076923077,2.0,1.0,8,2,False,4
3.5714285714285716,20.476190476190474,0.3516483516483517,2.857142857142857,0.7,14,4,False,7
3.6666666666666665,20.0,0.3076923076923077,3.6666666666666665,0.8181818181818182,9,1,False,3
3.5,18.333333333333332,0.3269230769230769,2.5,1.0,10,2,False,4
3.6,21.6,0.3076923076923077,2.2,0.7272727272727273,8,2,False,5
4.0,,0.38461538461538464,4.0,1.0,4,0,False,1
3.6666666666666665,18.4,0.38461538461538464,3.6666666666666665,0.6363636363636364,14,2,False,6
3.2,20.6,0.27692307692307694,2.4,0.8333333333333334,10,3,False,5
3.5,16.666666666666668,0.3269230769230769,2.75,0.9090909090909091,10,2,False,4
4.0,24.0,0.3076923076923077,2.6666666666666665,0.625,5,1,False,3
3.5714285714285716,20.0,0.2527472527472528,3.0,0.6666666666666666,14,5,False,7
4.0,17.166666666666668,0.34615384615384615,2.75,0.8181818181818182,9,1,False,4
3.8333333333333335,20.533333333333335,0.3333333333333333,1.8333333333333333,0.8181818181818182,9,3,False,6
3.5,15.0,0.3076923076923077,2.0,0.75,6,1,False,4
3.0,25.2,0.3076923076923077,2.6666666666666665,0.625,10,5,False,6
3.0,18.428571428571427,0.29807692307692313,2.375,0.42105263157894735,8,3,False,8
3.5,23.0,0.19230769230769232,2.5,1.0,5,1,False,2
4.0,21.333333333333332,0.3333333333333333,3.6666666666666665,0.8181818181818182,9,0,False,3
3.0,12.0,0.2692307692307693,3.0,1.0,6,1,False,2
2.8333333333333335,22.866666666666667,0.2692307692307692,3.0,0.6111111111111112,11,4,False,6
2.6666666666666665,20.666666666666668,0.35897435897435903,2.3333333333333335,0.7142857142857143,5,2,False,3
4.0,18.0,0.358974358974359,3.0,0.8888888888888888,8,2,False,3
3.0,18.19047619047619,0.24175824175824176,2.2857142857142856,0.5625,9,4,False,7
3.0,,0.23076923076923078,4.0,1.0,4,0,False,1
3.0,23.72222222222222,0.3333333333333333,2.111111111111111,0.5263157894736842,10,5,False,9
2.75,17.821428571428573,0.25,2.75,0.5,11,6,False,8
3.4,24.6,0.3692307692307692,2.4,0.6666666666666666,8,3,False,5
3.142857142857143,22.666666666666668,0.26373626373626374,2.5714285714285716,0.6111111111111112,11,2,False,7
3.25,18.666666666666668,0.15384615384615385,3.0,0.6666666666666666,8,1,False,4
3.25,19.833333333333332,0.3653846153846154,3.75,0.7333333333333333,11,0,False,4
4.0,24.0,0.3846153846153846,2.3333333333333335,0.8571428571428571,6,0,False,3
3.25,16.833333333333332,0.40384615384615385,4.0,0.75,12,1,False,4
3.25,15.5,0.25,3.5,0.5,7,3,False,4
2.0,22.0,0.3076923076923077,3.0,1.0,6,0,False,2
4.0,20.0,0.43589743589743596,2.0,0.8333333333333334,5,1,False,3
3.4444444444444446,18.555555555555557,0.264957264957265,3.2222222222222223,0.5172413793103449,15,4,False,9
3.7142857142857144,17.904761904761905,0.2967032967032967,3.142857142857143,0.5909090909090909,13,3,False,7
3.8,23.0,0.26153846153846155,2.6,0.8461538461538461,11,1,False,5
3.5,22.833333333333332,0.3461538461538462,1.75,0.7142857142857143,5,2,False,4
2.888888888888889,21.666666666666668,0.3418803418803419,2.7777777777777777,0.52,13,9,False,9
2.5,11.0,0.19230769230769232,3.0,1.0,6,2,False,2
3.3333333333333335,18.666666666666668,0.38461538461538464,3.6666666666666665,0.9090909090909091,10,2,False,3
3.3333333333333335,14.666666666666666,0.23076923076923075,2.6666666666666665,0.875,7,1,False,3
3.3333333333333335,20.0,0.2435897435897436,2.1666666666666665,0.6153846153846154,8,3,False,6
2.6666666666666665,24.133333333333333,0.23076923076923075,1.8333333333333333,0.6363636363636364,7,4,False,6
3.5714285714285716,22.285714285714285,0.34065934065934067,3.2857142857142856,0.5217391304347826,12,5,False,7
3.3333333333333335,21.666666666666668,0.358974358974359,2.8333333333333335,0.5882352941176471,10,4,False,6
2.5,23.0,0.34615384615384615,1.5,0.6666666666666666,2,2,False,2
3.3333333333333335,14.666666666666666,0.38461538461538464,1.6666666666666667,1.0,5,3,False,3
3.5,19.666666666666668,0.13461538461538464,2.25,0.7777777777777778,7,2,False,4
3.2,12.4,0.18461538461538463,2.0,0.9,9,2,False,5
3.5,12.0,0.34615384615384615,4.5,0.7777777777777778,7,1,False,2
2.7142857142857144,16.285714285714285,0.1978021978021978,2.7142857142857144,0.7368421052631579,14,3,False,7
3.3333333333333335,10.666666666666666,0.25641025641025644,3.0,0.8888888888888888,8,0,False,3
3.6666666666666665,20.4,0.2435897435897436,3.0,0.6111111111111112,11,2,False,6
3.6,20.2,0.3230769230769231,2.6,0.6153846153846154,8,3,False,5
3.5,15.75,0.3557692307692308,3.125,0.56,14,5,False,8
3.0,21.4,0.3384615384615385,2.6,0.6923076923076923,9,3,False,5
4.0,23.333333333333332,0.3076923076923077,1.0,1.0,3,2,False,3
3.0,20.6,0.26153846153846155,2.0,0.8,8,3,False,5
3.6666666666666665,16.0,0.3333333333333333,4.333333333333333,0.7692307692307693,10,2,False,3
3.6666666666666665,20.0,0.3846153846153846,3.0,0.8888888888888888,8,2,False,3
3.75,19.5,0.3269230769230769,3.5,0.5714285714285714,8,2,False,4
3.6,17.4,0.23076923076923078,3.4,0.6470588235294118,11,3,False,5
3.3,18.622222222222224,0.27692307692307694,1.9,0.631578947368421,12,5,False,10
2.8,24.8,0.2923076923076923,2.8,0.7142857142857143,10,4,False,5
3.1666666666666665,27.533333333333335,0.32051282051282054,1.3333333333333333,0.625,5,3,False,6
2.8,20.2,0.26153846153846155,3.0,0.8,12,4,False,5
2.625,17.428571428571427,0.29807692307692313,2.75,0.5454545454545454,12,5,False,8
3.6,15.8,0.2923076923076923,3.0,0.6666666666666666,10,3,False,5
2.857142857142857,19.523809523809526,0.2967032967032967,2.7142857142857144,0.6842105263157895,13,5,False,7
2.6666666666666665,20.0,0.35897435897435903,2.6666666666666665,1.0,8,2,False,3
3.0,28.0,0.2692307692307693,2.0,1.0,4,2,False,2
3.0,20.285714285714285,0.33653846153846156,2.375,0.631578947368421,12,6,False,8
3.5,24.666666666666668,0.3653846153846154,3.25,0.6923076923076923,9,2,False,4
3.0,18.333333333333332,0.25,2.25,0.8888888888888888,8,2,False,4
3.142857142857143,21.428571428571427,0.3186813186813187,2.7142857142857144,0.631578947368421,12,3,False,7
3.3,22.866666666666667,0.34615384615384615,2.1,0.5238095238095238,11,5,False,10
2.75,20.666666666666668,0.3269230769230769,3.0,0.5833333333333334,7,1,False,4
2.875,25.535714285714285,0.3269230769230769,2.25,0.5,9,2,False,8
3.4,15.6,0.16923076923076924,2.8,0.7857142857142857,11,2,False,5
3.3333333333333335,13.866666666666667,0.32051282051282054,3.5,0.7619047619047619,16,3,False,6
3.0,22.095238095238095,0.3296703296703297,2.2857142857142856,0.75,12,5,False,7
3.6666666666666665,18.133333333333333,0.3205128205128205,2.5,0.6666666666666666,10,2,False,6
3.2857142857142856,20.952380952380953,0.32967032967032966,3.2857142857142856,0.5217391304347826,12,4,False,7
2.0,15.0,0.3076923076923077,3.0,1.0,6,2,False,2
3.4285714285714284,9.904761904761905,0.1978021978021978,2.857142857142857,0.6,12,4,False,7
3.0,17.733333333333334,0.2692307692307692,1.8333333333333333,0.8181818181818182,9,3,False,6
3.4,16.4,0.3538461538461538,2.8,0.6428571428571429,9,2,False,5
3.6666666666666665,12.0,0.38461538461538464,2.6666666666666665,0.875,7,1,False,3
3.2,22.6,0.36923076923076925,3.2,0.6875,11,2,False,5
3.3333333333333335,18.0,0.3333333333333333,3.0,0.7222222222222222,13,3,False,6
4.0,18.0,0.3538461538461538,2.6,0.6923076923076923,9,2,False,5
3.5,17.0,0.3076923076923077,3.5,0.8571428571428571,6,1,False,2
3.375,20.678571428571427,0.34615384615384615,2.625,0.5238095238095238,11,3,False,8
4.0,28.0,0.19230769230769232,2.0,1.0,4,0,False,2
3.4,19.4,0.3076923076923077,2.6,0.7692307692307693,10,2,False,5
3.6666666666666665,16.533333333333335,0.3461538461538462,2.8333333333333335,0.7647058823529411,13,2,False,6
2.7142857142857144,21.80952380952381,0.26373626373626374,1.4285714285714286,0.6,6,4,False,7
3.0,19.0,0.26153846153846155,2.6,0.8461538461538461,11,2,False,5
4.0,23.333333333333332,0.2820512820512821,1.6666666666666667,1.0,5,2,False,3
3.5714285714285716,19.142857142857142,0.2417582417582418,2.5714285714285716,0.6666666666666666,12,4,False,7
3.0,18.2,0.32051282051282054,2.6666666666666665,0.625,10,4,False,6
2.8,24.0,0.3076923076923077,1.8,0.8888888888888888,8,3,False,5
2.75,13.666666666666666,0.34615384615384615,4.0,0.75,12,2,False,4
3.2,20.0,0.3076923076923077,1.8,0.7777777777777778,7,2,False,5
4.0,15.0,0.3076923076923077,1.5,1.0,3,0,False,2
3.25,19.166666666666668,0.3269230769230769,2.25,0.7777777777777778,7,2,False,4
3.0,19.2,0.3538461538461538,2.2,0.8181818181818182,9,4,False,5
3.0,14.6,0.2692307692307692,3.3333333333333335,0.7,14,2,False,6
3.0,19.464285714285715,0.21153846153846156,2.75,0.5909090909090909,13,4,False,8
3.3333333333333335,18.666666666666668,0.23076923076923075,3.0,0.8888888888888888,8,1,False,3
3.4,14.0,0.3076923076923077,3.4,0.6470588235294118,11,1,False,5
3.6666666666666665,17.466666666666665,0.3333333333333333,3.6666666666666665,0.5454545454545454,12,1,False,6
3.125,21.357142857142858,0.25,2.0,0.625,10,3,False,8
3.6666666666666665,22.0,0.3333333333333333,3.0,1.0,9,1,False,3
3.375,19.571428571428573,0.2884615384615385,2.875,0.6086956521739131,14,3,False,8
3.25,23.666666666666668,0.34615384615384615,3.0,0.75,9,0,False,4
3.0,25.80952380952381,0.30769230769230765,2.5714285714285716,0.5555555555555556,10,3,False,7
2.875,19.428571428571427,0.2980769230769231,2.5,0.65,13,7,False,8
3.0,22.8,0.23076923076923078,2.0,0.9,9,2,False,5
3.5714285714285716,22.761904761904763,0.2967032967032967,3.4285714285714284,0.625,15,4,False,7
3.5,13.178571428571429,0.3557692307692308,2.375,0.6842105263157895,13,5,False,8
3.1666666666666665,21.666666666666668,0.32051282051282054,3.1666666666666665,0.7368421052631579,14,3,False,6
3.0,20.0,0.3076923076923077,2.5,1.0,5,0,False,2
3.8,27.4,0.35384615384615387,2.2,0.5454545454545454,6,2,False,5
3.2857142857142856,15.904761904761905,0.2527472527472528,2.4285714285714284,0.7058823529411765,12,3,False,7
3.0,26.333333333333332,0.3269230769230769,2.25,0.7777777777777778,7,4,False,4
3.6,18.4,0.3230769230769231,2.8,0.6428571428571429,9,1,False,5
3.3333333333333335,20.6,0.3333333333333333,2.5,0.6,9,3,False,6
3.75,18.166666666666668,0.2692307692307692,3.5,0.8571428571428571,12,2,False,4
3.5,17.833333333333332,0.3076923076923077,2.5,0.7,7,2,False,4
4.0,23.0,0.34615384615384615,1.5,0.6666666666666666,2,0,False,2
3.4,24.4,0.26153846153846155,2.6,0.6153846153846154,8,3,False,5
4.0,,0.3076923076923077,2.0,1.0,2,0,False,1
3.0,15.666666666666666,0.2692307692307692,1.75,1.0,7,1,False,4
3.3333333333333335,10.666666666666666,0.3333333333333333,3.6666666666666665,0.8181818181818182,9,1,False,3
3.4,20.2,0.35384615384615387,2.2,0.9090909090909091,10,2,False,5
3.5,17.833333333333332,0.3269230769230769,3.5,0.8571428571428571,12,2,False,4
3.5,22.0,0.38461538461538464,4.5,1.0,9,0,False,2
3.5,20.0,0.3076923076923077,2.5,0.7,7,0,False,4
3.5,11.0,0.38461538461538464,3.0,1.0,6,1,False,2
3.625,21.285714285714285,0.38461538461538464,2.375,0.631578947368421,12,3,False,8
3.6666666666666665,19.933333333333334,0.35897435897435903,3.1666666666666665,0.6842105263157895,13,1,False,6
3.3333333333333335,20.666666666666668,0.23076923076923075,2.3333333333333335,0.8571428571428571,6,1,False,3
3.6,20.4,0.3538461538461538,2.8,0.6428571428571429,9,2,False,5
3.8,19.6,0.3230769230769231,2.8,0.7142857142857143,10,2,False,5
3.4,18.2,0.29230769230769227,3.4,0.7647058823529411,13,2,False,5
3.5,18.4,0.28205128205128205,2.5,0.6666666666666666,10,2,False,6
3.5,21.666666666666668,0.34615384615384615,3.25,0.6153846153846154,8,1,False,4
3.5,18.0,0.3076923076923077,2.5,1.0,5,1,False,2
3.2,19.2,0.24615384615384617,2.8,0.7857142857142857,11,2,False,5
3.1666666666666665,22.333333333333332,0.3076923076923077,2.0,0.6666666666666666,8,3,False,6
