mean_RCQ,mean_error_RCQ,mean_WWD,mean_error_WWD,mean_RD,mean_WSP,mean_SQ,mean_error_SQ,skill_diversity,skill_coverage,day_coverage,size,control,Faulty
3.8,0.3200000000000001,4.492307692307692,0.4061538461538461,16.4,0.1846153846153846,3.6,0.8800000000000001,0.6666666666666666,12,0.7472527472527473,5,False,True
3.6666666666666665,0.5555555555555557,4.666666666666667,0.4444444444444443,11.2,0.1923076923076923,2.833333333333333,0.8333333333333334,0.7058823529411765,12,0.7472527472527473,6,False,True
3.0,0.0,5.0,0.0,1.3333333333333333,0.2307692307692307,3.0,1.3333333333333333,0.7777777777777778,7,0.7252747252747253,3,False,True
1.0,0.0,5.0,0.0,,0.2307692307692307,1.0,0.0,1.0,1,0.7142857142857143,1,False,True
3.75,0.375,4.5,0.5,14.333333333333334,0.2307692307692307,2.25,0.875,0.7777777777777778,7,0.7362637362637363,4,False,True
3.0,1.0,4.740384615384615,0.3245192307692308,9.892857142857142,0.2307692307692307,2.0,0.75,0.625,10,0.7692307692307693,8,False,True
3.25,0.375,4.865384615384615,0.2019230769230771,6.833333333333333,0.2307692307692307,2.0,0.5,0.75,6,0.7472527472527473,4,False,True
4.0,0.0,4.692307692307692,0.3692307692307693,10.0,0.2307692307692307,3.0,0.8,0.5333333333333333,8,0.7362637362637363,5,False,True
4.0,0.0,5.0,0.0,2.2,0.2307692307692307,2.4,0.8800000000000001,0.8333333333333334,10,0.7362637362637363,5,False,True
3.333333333333333,0.4444444444444445,4.307692307692308,0.2051282051282053,9.333333333333334,0.2307692307692307,3.0,1.3333333333333333,1.0,9,0.6813186813186813,3,False,True
3.4,0.9600000000000002,4.892307692307692,0.1723076923076925,6.0,0.2307692307692307,2.6,1.28,0.7692307692307693,10,0.7472527472527473,5,False,True
3.5,0.5,5.0,0.0,0.0,0.2307692307692307,3.0,1.0,0.6666666666666666,4,0.7142857142857143,2,False,True
4.0,0.0,5.0,0.0,4.0,0.2307692307692307,2.25,0.875,0.6666666666666666,6,0.7472527472527473,4,False,True
3.0,0.6666666666666666,4.666666666666667,0.4444444444444443,12.666666666666666,0.1538461538461538,4.333333333333333,0.888888888888889,0.8461538461538461,11,0.7472527472527473,3,False,True
3.0,0.5,5.0,0.0,4.333333333333333,0.173076923076923,3.25,1.25,0.6153846153846154,8,0.7472527472527473,4,False,True
3.0,0.0,5.0,0.0,,0.0,5.0,0.0,1.0,5,0.7142857142857143,1,False,True
3.8,0.3200000000000001,4.692307692307692,0.3692307692307693,10.6,0.2307692307692307,2.8,0.96,0.5714285714285714,8,0.7472527472527473,5,False,True
4.0,0.0,4.5,0.5,13.0,0.2307692307692307,3.0,1.0,0.6666666666666666,4,0.7142857142857143,2,False,True
3.8,0.3200000000000001,4.6,0.4800000000000001,9.6,0.2307692307692307,2.2,0.7200000000000001,0.6363636363636364,7,0.7252747252747253,5,False,True
2.75,0.875,4.548076923076923,0.3389423076923077,11.535714285714286,0.2307692307692307,2.875,1.125,0.6956521739130435,16,0.7472527472527473,8,False,True
3.125,0.875,4.75,0.375,8.357142857142858,0.2307692307692307,2.5,1.0,0.7,14,0.7472527472527473,8,False,True
3.6,0.48,5.0,0.0,1.6,0.2307692307692307,2.2,1.04,0.7272727272727273,8,0.7252747252747253,5,False,True
3.5,0.75,4.615384615384615,0.3846153846153846,13.0,0.2307692307692307,3.5,1.0,0.7857142857142857,11,0.7472527472527473,4,False,True
4.0,0.0,5.0,0.0,2.0,0.2307692307692307,3.75,0.875,0.6,9,0.7362637362637363,4,False,True
2.75,0.75,4.615384615384615,0.3846153846153846,13.0,0.2307692307692307,2.75,0.75,0.8181818181818182,9,0.7472527472527473,4,False,True
3.5,0.75,4.75,0.375,8.833333333333334,0.2307692307692307,3.5,1.0,0.7142857142857143,10,0.7362637362637363,4,False,True
3.6,0.48,4.892307692307692,0.1723076923076925,5.0,0.2307692307692307,3.8,1.04,0.7368421052631579,14,0.7472527472527473,5,False,True
4.0,0.0,5.0,0.0,4.0,0.2307692307692307,3.5,1.5,1.0,7,0.7362637362637363,2,False,True
4.0,0.0,4.743589743589744,0.3418803418803418,9.6,0.2307692307692308,2.333333333333333,1.0,0.7857142857142857,11,0.7472527472527473,6,False,True
3.75,0.375,4.75,0.375,9.166666666666666,0.2307692307692307,2.5,0.75,0.9,9,0.7362637362637363,4,False,True
2.888888888888889,1.2345679012345678,4.717948717948718,0.376068376068376,11.88888888888889,0.2307692307692307,2.888888888888889,0.3950617283950617,0.4615384615384615,12,0.7802197802197802,9,False,True
4.0,0.0,4.82051282051282,0.2393162393162393,9.333333333333334,0.2307692307692307,4.666666666666667,0.4444444444444443,0.5,7,0.7472527472527473,3,False,True
3.75,0.375,5.0,0.0,3.6666666666666665,0.2307692307692307,2.25,0.875,0.7777777777777778,7,0.7472527472527473,4,False,True
3.333333333333333,0.4444444444444445,4.666666666666667,0.4444444444444443,11.333333333333334,0.2307692307692307,3.0,0.6666666666666666,0.8888888888888888,8,0.7362637362637363,3,False,True
3.1666666666666665,1.1111111111111114,4.743589743589744,0.3418803418803418,8.266666666666667,0.2307692307692308,2.1666666666666665,1.2222222222222223,0.5384615384615384,7,0.7362637362637363,6,False,True
3.0,1.0,4.615384615384615,0.3846153846153846,13.928571428571429,0.2307692307692307,2.375,1.21875,0.5263157894736842,10,0.7802197802197802,8,False,True
2.0,0.0,5.0,0.0,,0.2307692307692307,1.0,0.0,1.0,1,0.7142857142857143,1,False,True
2.75,0.375,4.75,0.375,8.166666666666666,0.2307692307692307,1.5,0.5,1.0,6,0.7252747252747253,4,False,True
3.6,0.48,4.892307692307692,0.1723076923076925,6.6,0.2307692307692307,3.0,1.2,0.6666666666666666,10,0.7472527472527473,5,False,True
3.5,0.75,5.0,0.0,4.0,0.2307692307692307,2.25,0.875,0.6666666666666666,6,0.7472527472527473,4,False,True
3.0,1.3333333333333333,4.666666666666667,0.4444444444444443,8.666666666666666,0.2307692307692307,2.6666666666666665,0.8888888888888888,0.75,6,0.7142857142857143,3,False,True
3.5,0.75,4.865384615384615,0.2019230769230771,11.5,0.2307692307692307,2.25,0.75,0.7777777777777778,7,0.7802197802197802,4,False,True
4.0,0.0,5.0,0.0,3.333333333333333,0.2307692307692307,3.0,1.3333333333333333,0.8888888888888888,8,0.7362637362637363,3,False,True
2.75,0.75,4.75,0.375,7.5,0.2307692307692307,3.5,0.75,0.7142857142857143,10,0.7252747252747253,4,False,True
4.0,0.0,5.0,0.0,2.0,0.2307692307692307,1.5,0.5,1.0,3,0.7252747252747253,2,False,True
3.75,0.375,4.5,0.5,15.666666666666666,0.2307692307692307,3.0,1.5,0.9166666666666666,11,0.7582417582417582,4,False,True
1.0,0.0,5.0,0.0,,0.2307692307692307,2.0,0.0,1.0,2,0.7142857142857143,1,False,True
3.6666666666666665,0.4444444444444445,4.82051282051282,0.2393162393162393,10.666666666666666,0.1538461538461538,5.0,0.0,0.8,12,0.7472527472527473,3,False,True
3.6,0.48,4.6,0.4800000000000001,12.6,0.2307692307692307,2.2,1.12,0.9090909090909092,10,0.7362637362637363,5,False,True
4.0,0.0,5.0,0.0,1.6666666666666667,0.2307692307692307,3.5,1.0,0.6428571428571429,9,0.7252747252747253,4,False,True
3.6666666666666665,0.4444444444444445,5.0,0.0,2.6666666666666665,0.2307692307692307,2.0,0.6666666666666666,0.8333333333333334,5,0.7362637362637363,3,False,True
4.0,0.0,5.0,0.0,6.0,0.2307692307692307,4.0,1.0,1.0,8,0.7472527472527473,2,False,True
3.5,0.5,4.5,0.5,11.333333333333334,0.2307692307692307,2.75,1.25,0.7272727272727273,8,0.7362637362637363,4,False,True
3.5,0.5,5.0,0.0,2.0,0.2307692307692307,2.0,0.0,1.0,4,0.7252747252747253,2,False,True
4.0,0.0,5.0,0.0,4.0,0.2307692307692307,4.5,0.5,0.8888888888888888,8,0.7362637362637363,2,False,True
4.0,0.0,5.0,0.0,2.6666666666666665,0.2307692307692307,2.333333333333333,1.1111111111111112,1.0,7,0.7362637362637363,3,False,True
3.5,0.75,4.730769230769231,0.2692307692307691,11.666666666666666,0.173076923076923,2.75,1.75,0.6363636363636364,7,0.7472527472527473,4,False,True
4.0,0.0,5.0,0.0,2.0,0.2307692307692307,2.5,1.5,0.8,4,0.7252747252747253,2,False,True
3.333333333333333,0.8888888888888888,5.0,0.0,4.666666666666667,0.1538461538461538,3.6666666666666665,1.777777777777778,0.7272727272727273,8,0.7472527472527473,3,False,True
4.0,0.0,4.461538461538462,0.0,8.0,0.2307692307692307,4.0,1.0,1.0,8,0.6813186813186813,2,False,True
2.571428571428572,0.7755102040816327,4.9230769230769225,0.1318681318681323,4.857142857142857,0.2307692307692308,3.4285714285714284,0.9387755102040816,0.5833333333333334,14,0.7472527472527473,7,False,True
3.333333333333333,0.4444444444444445,4.653846153846154,0.3461538461538461,10.6,0.2307692307692308,3.333333333333333,1.0,0.5,10,0.7472527472527473,6,False,True
2.8,0.64,4.692307692307692,0.3692307692307693,11.2,0.2307692307692307,3.2,0.64,0.6875,11,0.7472527472527473,5,False,True
3.5,0.5,5.0,0.0,12.0,0.2307692307692307,3.5,1.5,1.0,7,0.7802197802197802,2,False,True
3.333333333333333,0.6666666666666666,4.576923076923077,0.4230769230769231,13.666666666666666,0.2307692307692308,2.833333333333333,1.1666666666666667,0.6470588235294118,11,0.7472527472527473,6,False,True
3.5,0.5,5.0,0.0,4.0,0.2307692307692307,3.0,1.0,0.8333333333333334,5,0.7362637362637363,2,False,True
3.75,0.375,4.5,0.5,15.333333333333334,0.2307692307692307,2.0,1.0,0.75,6,0.7582417582417582,4,False,True
1.0,0.0,4.461538461538462,0.0,,0.2307692307692307,3.0,0.0,1.0,3,0.6373626373626373,1,False,True
1.0,0.0,4.0,0.0,,0.2307692307692307,5.0,0.0,1.0,5,0.5714285714285714,1,False,True
3.0,0.0,4.666666666666667,0.4444444444444443,11.333333333333334,0.2307692307692307,2.333333333333333,1.1111111111111112,0.8571428571428571,6,0.7362637362637363,3,False,True
4.0,0.0,5.0,0.0,5.333333333333333,0.1538461538461538,3.333333333333333,1.1111111111111112,0.9,9,0.7472527472527473,3,False,True
3.4,0.48,4.692307692307692,0.3692307692307693,11.0,0.2307692307692307,2.4,0.8800000000000001,0.6666666666666666,8,0.7472527472527473,5,False,True
3.0,0.0,4.666666666666667,0.4444444444444443,10.0,0.2307692307692307,2.6666666666666665,1.1111111111111112,0.625,5,0.7252747252747253,3,False,True
3.2,0.64,4.692307692307692,0.3692307692307693,14.6,0.2307692307692307,2.6,1.28,0.7692307692307693,10,0.7802197802197802,5,False,True
3.6666666666666665,0.4444444444444445,4.666666666666667,0.4444444444444443,12.0,0.2307692307692307,1.6666666666666667,0.888888888888889,0.8,4,0.7362637362637363,3,False,True
4.0,0.0,4.865384615384615,0.2019230769230771,7.5,0.2307692307692307,3.75,0.75,0.6,9,0.7472527472527473,4,False,True
3.0,1.0,4.730769230769231,0.2692307692307691,11.0,0.2307692307692307,3.5,1.5,1.0,7,0.7362637362637363,2,False,True
3.0,0.4,5.0,0.0,2.8,0.2307692307692307,2.4,1.12,0.6666666666666666,8,0.7472527472527473,5,False,True
4.0,0.0,5.0,0.0,,0.2307692307692307,2.0,0.0,1.0,2,0.7142857142857143,1,False,True
1.0,0.0,5.0,0.0,,0.2307692307692307,2.0,0.0,1.0,2,0.7142857142857143,1,False,True
3.0,0.6666666666666666,5.0,0.0,8.666666666666666,0.2307692307692307,2.333333333333333,1.777777777777778,1.0,7,0.7802197802197802,3,False,True
3.5,0.5,5.0,0.0,2.333333333333333,0.2307692307692307,2.5,0.75,0.6,6,0.7362637362637363,4,False,True
4.0,0.0,5.0,0.0,4.666666666666667,0.2307692307692307,3.0,1.3333333333333333,1.0,9,0.7472527472527473,3,False,True
3.75,0.375,4.730769230769231,0.2692307692307691,9.333333333333334,0.2307692307692307,3.75,0.375,0.8,12,0.7472527472527473,4,False,True
4.0,0.0,4.75,0.375,10.166666666666666,0.2307692307692307,3.25,1.25,0.9230769230769232,12,0.7472527472527473,4,False,True
2.833333333333333,0.8888888888888887,5.0,0.0,5.333333333333333,0.2307692307692308,2.5,1.6666666666666667,0.7333333333333333,11,0.7802197802197802,6,False,True
4.0,0.0,5.0,0.0,2.0,0.2307692307692307,3.0,1.0,1.0,6,0.7252747252747253,2,False,True
1.0,0.0,5.0,0.0,,0.2307692307692307,4.0,0.0,1.0,4,0.7142857142857143,1,False,True
4.0,0.0,5.0,0.0,4.666666666666667,0.2307692307692307,2.333333333333333,1.1111111111111112,0.8571428571428571,6,0.7472527472527473,3,False,True
4.0,0.0,4.5,0.5,15.0,0.2307692307692307,4.5,0.5,0.8888888888888888,8,0.7252747252747253,2,False,True
3.333333333333333,0.4444444444444445,4.666666666666667,0.4444444444444443,8.666666666666666,0.2307692307692307,3.6666666666666665,1.1111111111111112,0.6363636363636364,7,0.7142857142857143,3,False,True
3.0,1.0,4.833333333333333,0.2777777777777779,8.466666666666667,0.1923076923076923,4.0,1.0,0.625,15,0.7472527472527473,6,False,True
3.75,0.375,4.865384615384615,0.2019230769230771,6.5,0.2307692307692307,3.5,0.75,0.5714285714285714,8,0.7472527472527473,4,False,True
3.5,0.5,4.730769230769231,0.2692307692307691,13.0,0.2307692307692307,3.5,0.5,0.8571428571428571,6,0.7472527472527473,2,False,True
4.0,0.0,4.5,0.5,15.0,0.2307692307692307,3.0,1.0,0.8333333333333334,5,0.7252747252747253,2,False,True
2.625,1.125,4.807692307692308,0.2884615384615385,8.428571428571429,0.2307692307692307,3.25,1.25,0.5384615384615384,14,0.7472527472527473,8,False,True
3.2,0.64,4.8,0.3200000000000001,9.2,0.1846153846153846,3.6,1.6800000000000002,0.6111111111111112,11,0.7472527472527473,5,False,True
3.333333333333333,0.4444444444444445,4.487179487179487,0.3418803418803418,13.333333333333334,0.2307692307692307,2.333333333333333,0.4444444444444445,0.8571428571428571,6,0.7362637362637363,3,False,True
3.75,0.375,4.730769230769231,0.2692307692307691,7.666666666666667,0.2307692307692307,2.75,1.25,0.7272727272727273,8,0.7362637362637363,4,False,True
3.333333333333333,0.6666666666666666,4.666666666666667,0.4444444444444443,9.6,0.2307692307692308,2.5,1.1666666666666667,0.5333333333333333,8,0.7362637362637363,6,False,True
3.5,0.6666666666666666,4.576923076923077,0.4230769230769231,13.0,0.2307692307692308,2.6666666666666665,1.0,0.6875,11,0.7472527472527473,6,False,True
3.25,0.75,4.75,0.375,8.833333333333334,0.2307692307692307,3.0,0.5,0.75,9,0.7362637362637363,4,False,True
2.375,1.125,4.615384615384615,0.3846153846153846,11.857142857142858,0.2307692307692307,2.25,0.8125,0.6111111111111112,11,0.7472527472527473,8,False,True
3.0,0.0,5.0,0.0,2.0,0.2307692307692307,4.0,1.0,0.875,7,0.7252747252747253,2,False,True
1.0,0.0,4.0,0.0,,0.2307692307692307,3.0,0.0,1.0,3,0.5714285714285714,1,False,True
4.0,0.0,5.0,0.0,4.0,0.2307692307692307,2.5,0.5,0.8,4,0.7362637362637363,2,False,True
3.8333333333333335,0.2777777777777777,4.82051282051282,0.2393162393162393,7.866666666666666,0.2307692307692308,3.0,1.0,0.5555555555555556,10,0.7472527472527473,6,False,True
3.5,0.5,5.0,0.0,2.0,0.2307692307692307,2.0,1.0,1.0,4,0.7252747252747253,2,False,True
3.5,0.75,4.865384615384615,0.2019230769230771,7.166666666666667,0.2307692307692307,3.0,1.0,0.6666666666666666,8,0.7472527472527473,4,False,True
3.0,0.5,4.75,0.375,8.166666666666666,0.2307692307692307,2.25,1.375,0.8888888888888888,8,0.7252747252747253,4,False,True
3.333333333333333,0.4444444444444445,4.666666666666667,0.4444444444444443,13.333333333333334,0.2307692307692307,2.333333333333333,0.4444444444444445,1.0,7,0.7472527472527473,3,False,True
3.333333333333333,0.8888888888888888,4.82051282051282,0.2393162393162393,9.333333333333334,0.2307692307692307,2.333333333333333,0.8888888888888888,0.7142857142857143,5,0.7472527472527473,3,False,True
3.5,0.5,4.461538461538462,0.0,6.0,0.2307692307692307,3.0,2.0,1.0,6,0.6703296703296703,2,False,True
3.333333333333333,0.4444444444444445,4.487179487179487,0.3418803418803418,17.333333333333332,0.2307692307692307,3.6666666666666665,0.8888888888888888,0.8181818181818182,9,0.7472527472527473,3,False,True
3.2857142857142856,0.8163265306122449,5.0,0.0,4.9523809523809526,0.2307692307692308,3.142857142857143,1.591836734693877,0.6363636363636364,14,0.7802197802197802,7,False,True
4.0,0.0,4.666666666666667,0.4444444444444443,12.666666666666666,0.2307692307692307,2.6666666666666665,0.8888888888888888,1.0,8,0.7472527472527473,3,False,True
1.0,0.0,5.0,0.0,,0.2307692307692307,4.0,0.0,1.0,4,0.7142857142857143,1,False,True
4.0,0.0,5.0,0.0,4.666666666666667,0.2307692307692307,2.6666666666666665,0.8888888888888888,0.75,6,0.7472527472527473,3,False,True
4.0,0.0,4.730769230769231,0.2692307692307691,13.0,0.2307692307692307,2.5,0.5,1.0,5,0.7472527472527473,2,False,True
3.5,0.6666666666666666,4.41025641025641,0.4102564102564103,17.333333333333332,0.2307692307692308,2.333333333333333,1.1111111111111114,0.7142857142857143,10,0.7802197802197802,6,False,True
4.0,0.0,5.0,0.0,,0.2307692307692307,3.0,0.0,1.0,3,0.7142857142857143,1,False,True
4.0,0.0,5.0,0.0,2.0,0.2307692307692307,3.5,0.5,1.0,7,0.7252747252747253,2,False,True
3.6666666666666665,0.4444444444444445,5.0,0.0,1.3333333333333333,0.2307692307692307,3.0,1.3333333333333333,0.7777777777777778,7,0.7252747252747253,3,False,True
4.0,0.0,4.75,0.375,11.5,0.2307692307692307,2.0,0.5,1.0,8,0.7692307692307693,4,False,True
3.6,0.48,4.6,0.4800000000000001,10.6,0.2307692307692307,2.4,1.28,0.6666666666666666,8,0.7362637362637363,5,False,True
3.75,0.375,4.865384615384615,0.2019230769230771,7.166666666666667,0.2307692307692307,2.75,0.75,0.6363636363636364,7,0.7472527472527473,4,False,True
4.0,0.0,4.487179487179487,0.3418803418803418,16.0,0.2307692307692307,3.333333333333333,1.1111111111111112,0.8,8,0.7472527472527473,3,False,True
3.333333333333333,0.8888888888888888,4.487179487179487,0.3418803418803418,15.333333333333334,0.2307692307692307,3.6666666666666665,1.1111111111111112,0.8181818181818182,9,0.7472527472527473,3,False,True
4.0,0.0,5.0,0.0,,0.0,2.0,0.0,1.0,2,0.7142857142857143,1,False,True
3.0,1.0,5.0,0.0,2.0,0.2307692307692307,3.5,1.5,0.8571428571428571,6,0.7252747252747253,2,False,True
3.0,1.0,4.730769230769231,0.2692307692307691,9.0,0.2307692307692307,2.0,0.0,1.0,4,0.7252747252747253,2,False,True
3.0,0.5,5.0,0.0,3.6666666666666665,0.2307692307692307,3.75,0.875,0.8,12,0.7472527472527473,4,False,True
1.0,0.0,5.0,0.0,,0.2307692307692307,1.0,0.0,1.0,1,0.7142857142857143,1,False,True
3.0,0.8571428571428571,4.637362637362637,0.4144427001569859,11.61904761904762,0.2307692307692308,2.571428571428572,0.7755102040816327,0.6111111111111112,11,0.7692307692307693,7,False,True
3.6,0.48,4.7846153846153845,0.2584615384615384,8.0,0.2307692307692307,3.2,1.36,0.8125,13,0.7472527472527473,5,False,True
3.571428571428572,0.6122448979591836,4.571428571428571,0.489795918367347,14.285714285714286,0.1978021978021978,3.0,1.1428571428571428,0.6666666666666666,14,0.7692307692307693,7,False,True
